descricao,contacontabil,desc_contacontabil
prestacao servicos conforme nf 1122 lapac laboratorio anatomia patologica e citopatologia ltda valor 184.11 d,504,clientes
prestacao servicos conforme nf 1123 dlc diagnosticos valor 3291.50 d,504,clientes
prestacao servicos conforme nf 1124 lgl assessoria medica ltda valor 5586.07 d,504,clientes
prestacao servicos conforme nf 1125 lgl assessoria medica ltda valor 682.00 d,504,clientes
prestacao servicos conforme nf 1127 mikros tj anatomia patologica e citologica valor 1995.61 d,504,clientes
prestacao servicos conforme nf 1128 mikros tj anatomia patologica e citologica valor 112.00 d,504,clientes
prestacao servicos conforme nf 1129 bml patologia eireli valor 500.00 d,504,clientes
prestacao servicos conforme nf 1130 anatomia patologica e citologia valor 2450.00 d,504,clientes
prestacao servicos conforme nf 1131 dlc diagnosticos valor 180.00 d,504,clientes
prestacao servicos conforme nf 1132 dlc diagnosticos valor 155.68 d,504,clientes
prestacao servicos conforme nf 1134 fundacao abc unidade apoio administrativo valor 1600.00 d,504,clientes
prestacao servicos conforme nf 1135 anatomia patologica e citologia valor 450.00 d,504,clientes
prestacao servicos conforme nf 1136 php patologia humana diagnostica ltda valor 2066.26 d,504,clientes
prestacao servicos conforme nf 1137 php patologia humana diagnostica ltda valor 190.00 d,504,clientes
prestacao servicos conforme nf 1138 cpm laboratorio patocito caxias ltda valor 380.00 d,504,clientes
prestacao servicos conforme nf 1139 cpm laboratorio patocito caxias ltda valor 3208.58 d,504,clientes
prestacao servicos conforme nf 1140 cpm laboratorio patocito caxias ltda valor 1100.02 d,504,clientes
prestacao servicos conforme nf 1141 cpm laboratorio patocito caxias ltda valor 519.83 d,504,clientes
prestacao servicos conforme nf 1142 bml patologia eireli valor 2717.07 d,504,clientes
prestacao servicos conforme nf 1143 endovita ltda valor 250.37 d,504,clientes
prestacao servicos conforme nf 1144 laboratorio patologia dr menezes ltda valor 100.00 d,504,clientes
prestacao servicos conforme nf 1145 citodiagnostico ss ltda valor 703.12 d,504,clientes
prestacao servicos conforme nf 1146 centro integrado citologia e colposcopia valor 1003.13 d,504,clientes
prestacao servicos conforme nf 1147 citolabor laboratorio clinico ltda valor 380.00 d,504,clientes
prestacao servicos conforme nf 1148 macro e micro anatomia patologia ss valor 3320.96 d,504,clientes
prestacao servicos conforme nf 1149 macro e micro anatomia patologia ss valor 350.00 d,504,clientes
prestacao servicos conforme nf 1150 centro apoio patologia guarapuava valor 600.00 d,504,clientes
prestacao servicos conforme nf 1151 lgl assessoria medica ltda valor 295.00 d,504,clientes
prestacao servicos conforme nf 1152 dlc diagnosticos valor 250.00 d,504,clientes
prestacao servicos conforme nf 1154 mikros tj anatomia patologica e citologica valor 200.00 d,504,clientes
prestacao servicos conforme nf 1155 centro diagnostico anatomia patologica e analises clinicas ltda valor 988.05 d,504,clientes
prestacao servicos conforme nf 1156 patho diagnose ctro diagn medico pat ss ltda valor 1393.89 d,504,clientes
prestacao servicos conforme nf 1157 diagnosticos falcao ltda valor 900.00 d,504,clientes
prestacao servicos conforme nf 1158 citopat laboratorio patologia ltda valor 1297.74 d,504,clientes
prestacao servicos conforme nf 1159 clientes diversos valor 1962.01 d,504,clientes
prestacao servicos conforme nf 1160 apci diagnosticos medicos ss ltda valor 1100.00 d,504,clientes
prestacao servicos conforme nf 1161 cpda centro procedimentos diagnosticos amazonia ltda valor 927.91 d,504,clientes
prestacao servicos conforme nf 1162 laps laboratorio anatomo patologico serapiao sc ltda epp valor 739.69 d,504,clientes
prestacao servicos conforme nf 1163 citomed diagnosticos ltda valor 582.15 d,504,clientes
recebimento cliente valor 209.72 c,504,clientes
recebimento cliente valor 682.00 c,504,clientes
recebimento cliente valor 5586.07 c,504,clientes
recebimento cliente valor 112.00 c,504,clientes
recebimento cliente valor 184.11 c,504,clientes
prestacao servicos conforme nf 1164 macro e micro anatomia patologia ss valor 1750.00 d,504,clientes
prestacao servicos conforme nf 1165 centro diagnostico anatomia patologica e analises clinicas ltda valor 500.00 d,504,clientes
prestacao servicos conforme nf 1166 instituto patologia oeste valor 500.00 d,504,clientes
prestacao servicos conforme nf 1167 lgl assessoria medica ltda valor 1500.00 d,504,clientes
prestacao servicos conforme nf 1168 bml patologia eireli valor 500.00 d,504,clientes
prestacao servicos conforme nf 1169 branne laboratorio patologia ltda valor 250.00 d,504,clientes
prestacao servicos conforme nf 1170 instituto patologia aracatuba ltda valor 3337.83 d,504,clientes
prestacao servicos conforme nf 1171 gastroclinica ltda valor 333.11 d,504,clientes
prestacao servicos conforme nf 1172 laboratorio patologia kcm sociedade medica ltda epp valor 1780.00 d,504,clientes
prestacao servicos conforme nf 1173 lapac laboratorio anatomia patologica e citopatologia ltda valor 70.00 d,504,clientes
prestacao servicos conforme nf 1174 clinica bem estar ltda epp valor 565.06 d,504,clientes
prestacao servicos conforme nf 1175 pathology diagnosticos medicina ltda valor 374.00 d,504,clientes
prestacao servicos conforme nf 1176 anatomia patologica e citologia valor 222.85 d,504,clientes
prestacao servicos conforme nf 1177 laboratorio oikawa eireli valor 900.00 d,504,clientes
prestacao servicos conforme nf 1178 centro citologico imperatriz ltda valor 600.00 d,504,clientes
prestacao servicos conforme nf 1179 rezende e bringel medicina diagnostica ltda valor 358.73 d,504,clientes
prestacao servicos conforme nf 1180 instituto presbiteriano mackenzie valor 1320.96 d,504,clientes
prestacao servicos conforme nf 1181 citopar centro cito patologia parana ltda valor 3176.32 d,504,clientes
prestacao servicos conforme nf 1182 clientes diversos valor 1624.46 d,504,clientes
prestacao servicos conforme nf 1183 centro apoio patologia guarapuava valor 1317.53 d,504,clientes
prestacao servicos conforme nf 1184 dlc diagnosticos valor 3291.50 d,504,clientes
prestacao servicos conforme nf 1185 dlc diagnosticos valor 300.00 d,504,clientes
prestacao servicos conforme nf 1186 gastrocentro umc diagnosticos medicos ltda valor 759.19 d,504,clientes
prestacao servicos conforme nf 1187 gastroclinica ltda valor 200.00 d,504,clientes
prestacao servicos conforme nf 1188 biopsia laboratorio anatomopatologia e citopatologia ltda valor 100.00 d,504,clientes
prestacao servicos conforme nf 1189 biopsia laboratorio anatomopatologia e citopatologia ltda valor 737.04 d,504,clientes
prestacao servicos conforme nf 1190 erechim centro patologia medica ltda valor 500.00 d,504,clientes
prestacao servicos conforme nf 1191 citopar centro cito patologia parana ltda valor 520.82 d,504,clientes
prestacao servicos conforme nf 1192 branne laboratorio patologia ltda valor 1995.61 d,504,clientes
prestacao servicos conforme nf 1193 lgr patologia ltda valor 2615.90 d,504,clientes
prestacao servicos conforme nf 1194 laboratorio patologia dr menezes ltda valor 1302.39 d,504,clientes
prestacao servicos conforme nf 1195 50236 laboratorio anatomia patologic valor 956.62 d,504,clientes
prestacao servicos conforme nf 1196 centro diagnostico patologia ltda valor 1314.10 d,504,clientes
prestacao servicos conforme nf 1197 lgl assessoria medica ltda valor 908.69 d,504,clientes
prestacao servicos conforme nf 1198 rdb analises clinicas ltda valor 1530.10 d,504,clientes
prestacao servicos conforme nf 1199 imunocore laboratorio patologia ltda valor 580.00 d,504,clientes
prestacao servicos conforme nf 1200 clientes diversos valor 158.84 d,504,clientes
prestacao servicos conforme nf 1201 cpda centro procedimentos diagnosticos amazonia ltda valor 250.00 d,504,clientes
prestacao servicos conforme nf 1202 citopar centro cito patologia parana ltda valor 150.00 d,504,clientes
recebimento cliente valor 1419.03 c,504,clientes
prestacao servicos conforme nf 1203 liga paranaense combate ao cancer valor 1380.00 d,504,clientes
prestacao servicos conforme nf 1204 nadia aparecida lorencette anatomia patologia ltda valor 1050.57 d,504,clientes
prestacao servicos conforme nf 1205 karla patricia casemiro valor 1102.55 d,504,clientes
prestacao servicos conforme nf 1206 karla patricia casemiro valor 250.00 d,504,clientes
prestacao servicos conforme nf 1207 lapac laboratorio anatomia patologica e citopatologia ltda valor 982.09 d,504,clientes
prestacao servicos conforme nf 1208 incito instituto citopatologia e anatomia patologica piaui ltda valor 637.53 d,504,clientes
recebimento cliente valor 1750.00 c,504,clientes
prestacao servicos conforme nf 1209 dlc diagnosticos valor 750.00 d,504,clientes
prestacao servicos conforme nf 1210 bml patologia eireli valor 500.00 d,504,clientes
prestacao servicos conforme nf 1211 laboratorio patologia concordia ltda valor 1010.97 d,504,clientes
prestacao servicos conforme nf 1212 moreira junior valor 300.00 d,504,clientes
prestacao servicos conforme nf 1213 laco labortorio ltda valor 815.30 d,504,clientes
prestacao servicos conforme nf 1214 moreira junior valor 770.06 d,504,clientes
pagamento ferias amanda cristina freiberger valor 785.97 d,529,adiantamento ferias
pagamento ferias vinicius fuhr borba valor 5150.56 d,529,adiantamento ferias
depreciacao periodo valor 72.26 c,127,depreciacoes moveis e utensilios
depreciacao periodo valor 1115.10 c,665,depreciacoes computadores e perifericos
depreciacao periodo valor 2.70 c,665,depreciacoes computadores e perifericos
pagamento 12110 nuvme ltda 11 valor 1500.00 d,5060,nuvme ltda
servico tomado conforme nf 12110 nuvme ltda valor 1500.00 c,5060,nuvme ltda
servico tomado conforme nf 12235 nuvme ltda valor 1500.00 c,5060,nuvme ltda
pagamento 12235 nuvme ltda 11 valor 1500.00 d,5060,nuvme ltda
servico tomado conforme nf 12451 nuvme ltda valor 1500.00 c,5060,nuvme ltda
servico tomado conforme nf 12585 nuvme ltda valor 1500.00 c,5060,nuvme ltda
servico tomado conforme nf 12710 nuvme ltda valor 1500.00 c,5060,nuvme ltda
servico tomado conforme nf 12847 nuvme ltda valor 1500.00 c,5060,nuvme ltda
pagamento colinear valor 450.00 d,5061,colinear contabilidade e financas ltda
servico tomado conforme nf 3285 colinear contabilidade e financas ltda valor 450.00 c,5061,colinear contabilidade e financas ltda
pagamento 3285 colinear contabilidade e financas ltda 11 valor 450.00 d,5061,colinear contabilidade e financas ltda
servico tomado conforme nf 3595 colinear contabilidade e financas ltda valor 450.00 c,5061,colinear contabilidade e financas ltda
servico tomado conforme nf 3930 colinear contabilidade e financas ltda valor 450.00 c,5061,colinear contabilidade e financas ltda
servico tomado conforme nf 4282 colinear contabilidade e financas ltda valor 450.00 c,5061,colinear contabilidade e financas ltda
servico tomado conforme nf 4682 colinear contabilidade e financas ltda valor 450.00 c,5061,colinear contabilidade e financas ltda
servico tomado conforme nf 5067 colinear contabilidade e financas ltda valor 450.00 c,5061,colinear contabilidade e financas ltda
servico tomado conforme nf 6927 instituto gene blumenau valor 3069.00 c,5063,instituto gene blumenau
servico tomado conforme nf 6974 instituto gene blumenau valor 447.29 c,5063,instituto gene blumenau
pagamento 6806 instituto gene blumenau 11 valor 3069.00 d,5063,instituto gene blumenau
pagamento 6974 instituto gene blumenau 11 valor 447.29 d,5063,instituto gene blumenau
servico tomado conforme nf 7043 instituto gene blumenau valor 3069.00 c,5063,instituto gene blumenau
servico tomado conforme nf 7101 instituto gene blumenau valor 611.23 c,5063,instituto gene blumenau
pagamento 6927 instituto gene blumenau 11 valor 3069.00 d,5063,instituto gene blumenau
servico tomado conforme nf 7159 instituto gene blumenau valor 3532.34 c,5063,instituto gene blumenau
servico tomado conforme nf 7220 instituto gene blumenau valor 655.45 c,5063,instituto gene blumenau
pagamento 7220 instituto gene blumenau 11 valor 655.45 d,5063,instituto gene blumenau
pagamento 7159 instituto gene blumenau 11 valor 3532.34 d,5063,instituto gene blumenau
servico tomado conforme nf 7306 instituto gene blumenau valor 3532.34 c,5063,instituto gene blumenau
servico tomado conforme nf 7339 instituto gene blumenau valor 541.81 c,5063,instituto gene blumenau
pagamento 7339 instituto gene blumenau 11 valor 541.81 d,5063,instituto gene blumenau
pagamento 7306 instituto gene blumenau 11 valor 3532.34 d,5063,instituto gene blumenau
servico tomado conforme nf 7423 instituto gene blumenau valor 3532.34 c,5063,instituto gene blumenau
servico tomado conforme nf 7449 instituto gene blumenau valor 234.95 c,5063,instituto gene blumenau
pagamento 7423 instituto gene blumenau 11 valor 3532.34 d,5063,instituto gene blumenau
servico tomado conforme nf 7525 instituto gene blumenau valor 3532.34 c,5063,instituto gene blumenau
servico tomado conforme nf 7566 instituto gene blumenau valor 52.61 c,5063,instituto gene blumenau
servico tomado conforme nf 7581 instituto gene blumenau valor 299.62 c,5063,instituto gene blumenau
pagamento gene valor 3532.34 d,5063,instituto gene blumenau
servico tomado conforme nf 206 28498050 alex sandro giovani janotte valor 250.00 c,5068,28498050 alex sandro giovani janotte
servico tomado conforme nf 224 28498050 alex sandro giovani janotte valor 250.00 c,5068,28498050 alex sandro giovani janotte
servico tomado conforme nf 234 28498050 alex sandro giovani janotte valor 250.00 c,5068,28498050 alex sandro giovani janotte
servico tomado conforme nf 254 28498050 alex sandro giovani janotte valor 250.00 c,5068,28498050 alex sandro giovani janotte
servico tomado conforme nf 257 28498050 alex sandro giovani janotte valor 250.00 c,5068,28498050 alex sandro giovani janotte
servico tomado conforme nf 278 28498050 alex sandro giovani janotte valor 250.00 c,5068,28498050 alex sandro giovani janotte
servico tomado conforme nf 52097 fundacao fritz muller valor 1920.00 c,5080,fundacao fritz muller
pagamento irrf valor 2291.60 d,178,irrf a recolher
irrf a recolher mes 012025 valor 453.02 c,178,irrf a recolher
irrf a recolher mes 012025 valor 1026.31 c,178,irrf a recolher
pagamento irrf valor 1605.06 d,178,irrf a recolher
irrf a recolher mes 022025 valor 1027.97 c,178,irrf a recolher
pagamento irrf valor 1026.31 d,178,irrf a recolher
irrf a recolher mes 032025 valor 1106.11 c,178,irrf a recolher
