26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 896 - CLIENTES DIVERSOS ,,,,,,,,,,411,,158.84,,,,"5,371.99c",,,,,,"1,893.98d",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 897 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,411,,150.00,,,,"5,221.99c",,,,,,"2,043.98d",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 898 - LGR PATOLOGIA LTDA ,,,,,,,,,,411,,"2,645.90",,,,"2,576.09c",,,,,,"4,689.88d",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 899 - LABORATÓRIO DE PATOLOGIA CONCÓRDIA LTDA ,,,,,,,,,,411,,"1,010.97",,,,"1,565.12c",,,,,,"5,700.85d",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 900 - NADIA APARECIDA LORENCETTE ANATOMIA PATOLOGIA LTDA ,,,,,,,,,,411,,"1,050.57",,,,514.55c,,,,,,"6,751.42d",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 901 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,411,,982.09,,,,467.54d,,,,,,"7,733.51d",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 902 - INCITO - INSTITUTO DE CITOPATOLOGIA E ANATOMIA PATOLOGICA DO PIAUI LTDA ,,,,,,,,,,411,,637.53,,,,"1,105.07d",,,,,,"8,371.04d",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 903 - CPDA CENTRO DE PROCEDIMENTOS DIAGNÓSTICOS DA AMAZONIA LTDA ,,,,,,,,,,411,,250.00,,,,"1,355.07d",,,,,,"8,621.04d",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 904 - DIAGNOSTICOS FALCAO LTDA ,,,,,,,,,,411,,350.00,,,,"1,705.07d",,,,,,"8,971.04d",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 905 - CENTRO DE APOIO EM PATOLOGIA DE GUARAPUAVA ,,,,,,,,,,411,,250.00,,,,"1,955.07d",,,,,,"9,221.04d",,
26/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,300.00,,"1,655.07d",,,,,,"8,921.04d",,
26/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,250.00,,"1,405.07d",,,,,,"8,671.04d",,
26/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,637.53,,767.54d,,,,,,"8,033.51d",,
26/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,982.09,,214.55c,,,,,,"7,051.42d",,
27/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 906 - MOREIRA JUNIOR ,,,,,,,,,,411,,300.00,,,,85.45d,,,,,,"7,351.42d",,
27/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 907 - LABORATORIO LAPACI LTDA ,,,,,,,,,,411,,714.00,,,,799.45d,,,,,,"8,065.42d",,
27/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 908 - ICAP - INSTITUTO DE CITOLOGIA E ANATOMIA PATOLOGICA LTDA ,,,,,,,,,,411,,"2,600.00",,,,"3,399.45d",,,,,,"10,665.42d",,
27/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,770.06,,"2,629.39d",,,,,,"9,895.36d",,
27/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,815.30,,"1,814.09d",,,,,,"9,080.06d",,
27/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,500.00,,"1,314.09d",,,,,,"8,580.06d",,
28/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 910 - LACO LABORTÓRIO LTDA ,,,,,,,,,,411,,815.30,,,,"2,129.39d",,,,,,"9,395.36d",,
28/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 911 - MOREIRA JUNIOR ,,,,,,,,,,411,,770.06,,,,"2,899.45d",,,,,,"10,165.42d",,
28/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 912 - CLIENTES DIVERSOS ,,,,,,,,,,411,,200.00,,,,"3,099.45d",,,,,,"10,365.42d",,
28/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,900.00,,"2,199.45d",,,,,,"9,465.42d",,
28/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,380.00,,"1,819.45d",,,,,,"9,085.42d",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 913 - BML PATOLOGIA EIRELI ,,,,,,,,,,411,,500.00,,,,"2,319.45d",,,,,,"9,585.42d",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 914 - LABORATORIO DE PATOLOGIA V.DO S ,,,,,,,,,,411,,"3,500.00",,,,"5,819.45d",,,,,,"13,085.42d",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 915 - INSTITUTO DE GASTROENTEROLOGIA DE UBERLANDIA LTDA ,,,,,,,,,,411,,700.00,,,,"6,519.45d",,,,,,"13,785.42d",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 916 - DLC DIAGNOSTICOS ,,,,,,,,,,411,,180.00,,,,"6,699.45d",,,,,,"13,965.42d",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 917 - DLC DIAGNOSTICOS ,,,,,,,,,,411,,155.68,,,,"6,855.13d",,,,,,"14,121.10d",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 918 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,411,,"1,995.61",,,,"8,850.74d",,,,,,"16,116.71d",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 919 - CITOLABOR LABORATORIO CLINICO LTDA. ,,,,,,,,,,411,,380.00,,,,"9,230.74d",,,,,,"16,496.71d",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 921 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,411,,210.00,,,,"9,440.74d",,,,,,"16,706.71d",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 922 - INSTITUTO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA DKJ LTDA - ME ,,,,,,,,,,411,,891.00,,,,"10,331.74d",,,,,,"17,597.71d",,
31/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,956.62,,"9,375.12d",,,,,,"16,641.09d",,
31/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,908.69,,"8,466.43d",,,,,,"15,732.40d",,
31/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,891.00,,"7,575.43d",,,,,,"14,841.40d",,
31/03/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,210.00,,"7,365.43d",,,,,,"14,631.40d",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 923 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,411,,400.00,,,,400.00d,,,,,,"15,031.40d",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 924 - GASTRO-CLINICA LTDA ,,,,,,,,,,411,,500.00,,,,900.00d,,,,,,"15,531.40d",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 925 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,411,,189.28,,,,"1,089.28d",,,,,,"15,720.68d",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 926 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,411,,155.99,,,,"1,245.27d",,,,,,"15,876.67d",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 927 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,411,,645.00,,,,"1,890.27d",,,,,,"16,521.67d",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 928 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,411,,656.00,,,,"2,546.27d",,,,,,"17,177.67d",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 929 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,411,,"3,400.00",,,,"5,946.27d",,,,,,"20,577.67d",,
01/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,703.12,,"5,243.15d",,,,,,"19,874.55d",,
01/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,291.50",,"1,951.65d",,,,,,"16,583.05d",,
01/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,374.00,,"1,577.65d",,,,,,"16,209.05d",,
01/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,314.10",,263.55d,,,,,,"14,894.95d",,
01/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,380.00",,"1,116.45c",,,,,,"13,514.95d",,
01/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,380.00",,"2,496.45c",,,,,,"12,134.95d",,
01/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,380.00",,"3,876.45c",,,,,,"10,754.95d",,
01/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,380.00",,"5,256.45c",,,,,,"9,374.95d",,
01/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,380.00",,"6,636.45c",,,,,,"7,994.95d",,
02/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 930 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,411,,"2,450.00",,,,"4,186.45c",,,,,,"10,444.95d",,
02/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 931 - CITODIAGNOSTICO S/S LTDA. ,,,,,,,,,,411,,703.12,,,,"3,483.33c",,,,,,"11,148.07d",,
02/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 932 - MACRO E MICRO - ANATOMIA PATOLOGIA S/S ,,,,,,,,,,411,,550.00,,,,"2,933.33c",,,,,,"11,698.07d",,
03/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 934 - FUNDACAO DO ABC – UNIDADE DE APOIO ADMINISTRATIVO ,,,,,,,,,,411,,"1,600.00",,,,"1,333.33c",,,,,,"13,298.07d",,
03/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,250.37,,"1,583.70c",,,,,,"13,047.70d",,
04/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 935 - ENDOVITA LTDA ,,,,,,,,,,411,,250.37,,,,"1,333.33c",,,,,,"13,298.07d",,
04/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,297.74",,"2,631.07c",,,,,,"12,000.33d",,
04/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,250.00,,"2,881.07c",,,,,,"11,750.33d",,
04/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,200.00,,"3,081.07c",,,,,,"11,550.33d",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 937 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,411,,450.00,,,,"2,631.07c",,,,,,"12,000.33d",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 938 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,411,,380.00,,,,"2,251.07c",,,,,,"12,380.33d",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 939 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,411,,519.83,,,,"1,731.24c",,,,,,"12,900.16d",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 940 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,411,,"1,100.02",,,,631.22c,,,,,,"14,000.18d",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 941 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,411,,"3,208.58",,,,"2,577.36d",,,,,,"17,208.76d",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 942 - PHP PATOLOGIA HUMANA DIAGNOSTICA LTDA ,,,,,,,,,,411,,"2,066.26",,,,"4,643.62d",,,,,,"19,275.02d",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 943 - PHP PATOLOGIA HUMANA DIAGNOSTICA LTDA ,,,,,,,,,,411,,190.00,,,,"4,833.62d",,,,,,"19,465.02d",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 944 - CITOPAT LABORATÓRIO DE PATOLOGIA LTDA ,,,,,,,,,,411,,"1,297.74",,,,"6,131.36d",,,,,,"20,762.76d",,
07/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,250.00,,"5,881.36d",,,,,,"20,512.76d",,
07/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,962.01",,"3,919.35d",,,,,,"18,550.75d",,
07/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,200.00,,"3,719.35d",,,,,,"18,350.75d",,
07/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,500.00,,"3,219.35d",,,,,,"17,850.75d",,
07/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,333.11,,"2,886.24d",,,,,,"17,517.64d",,
07/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,988.05,,"1,898.19d",,,,,,"16,529.59d",,
07/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,350.00,,"1,548.19d",,,,,,"16,179.59d",,
08/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 945 - CENTRO DE DIAGNOSTICO EM ANATOMIA PATOLOGICA E ANALISES CLINICAS LTDA ,,,,,,,,,,411,,988.05,,,,"2,536.24d",,,,,,"17,167.64d",,
08/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 946 - GASTRO-CLINICA LTDA ,,,,,,,,,,411,,333.11,,,,"2,869.35d",,,,,,"17,500.75d",,
08/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 947 - CLIENTES DIVERSOS ,,,,,,,,,,411,,"1,962.01",,,,"4,831.36d",,,,,,"19,462.76d",,
08/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 948 - LABORATÓRIO DE PATOLOGIA CONCÓRDIA LTDA ,,,,,,,,,,411,,250.00,,,,"5,081.36d",,,,,,"19,712.76d",,
08/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 949 - DIAGNOSTICOS FALCAO LTDA ,,,,,,,,,,411,,900.00,,,,"5,981.36d",,,,,,"20,612.76d",,
08/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,900.00,,"5,081.36d",,,,,,"19,712.76d",,
08/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,500.00",,"1,581.36d",,,,,,"16,212.76d",,
09/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 950 - BML PATOLOGIA EIRELI ,,,,,,,,,,411,,"2,717.07",,,,"4,298.43d",,,,,,"18,929.83d",,
09/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 951 - MACRO E MICRO - ANATOMIA PATOLOGIA S/S ,,,,,,,,,,411,,"3,320.96",,,,"7,619.39d",,,,,,"22,250.79d",,
09/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 953 - CPDA CENTRO DE PROCEDIMENTOS DIAGNÓSTICOS DA AMAZONIA LTDA ,,,,,,,,,,411,,250.00,,,,"7,869.39d",,,,,,"22,500.79d",,
09/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 954 - CPDA CENTRO DE PROCEDIMENTOS DIAGNÓSTICOS DA AMAZONIA LTDA ,,,,,,,,,,411,,927.91,,,,"8,797.30d",,,,,,"23,428.70d",,
09/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,582.15,,"8,215.15d",,,,,,"22,846.55d",,
09/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,393.89",,"6,821.26d",,,,,,"21,452.66d",,
09/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,927.91,,"5,893.35d",,,,,,"20,524.75d",,
10/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 955 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,411,,295.00,,,,"6,188.35d",,,,,,"20,819.75d",,
10/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 956 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,411,,200.00,,,,"6,388.35d",,,,,,"21,019.75d",,
10/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,100.00,,"6,288.35d",,,,,,"20,919.75d",,
10/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,400.00",,"2,888.35d",,,,,,"17,519.75d",,
10/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,100.00",,"1,788.35d",,,,,,"16,419.75d",,
10/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,700.00,,"1,088.35d",,,,,,"15,719.75d",,
10/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,995.61",,907.26c,,,,,,"13,724.14d",,
10/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,320.96",,"2,228.22c",,,,,,"12,403.18d",,
10/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5074,,,,"2,233.00",,"4,461.22c",,,,,,"10,170.18d",,
10/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5074,,,,258.54,,"4,719.76c",,,,,,"9,911.64d",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 957 - PATHO DIAGNOSE CTRO DE DIAGN. MÉDICO PAT. S/S LTDA ,,,,,,,,,,411,,"1,393.89",,,,"3,325.87c",,,,,,"11,305.53d",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 958 - CITOMED DIAGNOSTICOS LTDA ,,,,,,,,,,411,,582.15,,,,"2,743.72c",,,,,,"11,887.68d",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 959 - INSTITUTO PRESBITERIANO MACKENZIE ,,,,,,,,,,411,,"1,320.96",,,,"1,422.76c",,,,,,"13,208.64d",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 960 - APCI DIAGNOSTICOS MÉDICOS S/S LTDA ,,,,,,,,,,411,,"1,100.00",,,,322.76c,,,,,,"14,308.64d",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 961 - LABORATORIO DE PATOLOGIA DR MENEZES LTDA ,,,,,,,,,,411,,100.00,,,,222.76c,,,,,,"14,408.64d",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 962 - BRANNE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,411,,"6,000.00",,,,"5,777.24d",,,,,,"20,408.64d",,
11/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,656.00,,"5,121.24d",,,,,,"19,752.64d",,
11/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,189.28,,"4,931.96d",,,,,,"19,563.36d",,
11/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,155.99,,"4,775.97d",,,,,,"19,407.37d",,
11/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,645.00,,"4,130.97d",,,,,,"18,762.37d",,
11/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,500.00,,"3,630.97d",,,,,,"18,262.37d",,
11/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"6,000.00",,"2,369.03c",,,,,,"12,262.37d",,
14/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 963 - GASTROCENTRO UMC DIAGNÓSTICOS MÉDICOS LTDA ,,,,,,,,,,411,,759.19,,,,"1,609.84c",,,,,,"13,021.56d",,
14/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 964 - PATHOLOGY DIAGNOSTICOS EM MEDICINA LTDA ,,,,,,,,,,411,,500.00,,,,"1,109.84c",,,,,,"13,521.56d",,
14/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"2,450.00",,"3,559.84c",,,,,,"11,071.56d",,
14/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,550.00,,"4,109.84c",,,,,,"10,521.56d",,
14/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,737.04,,"4,846.88c",,,,,,"9,784.52d",,
14/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,100.00,,"4,946.88c",,,,,,"9,684.52d",,
14/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,003.13",,"5,950.01c",,,,,,"8,681.39d",,
14/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,155.68,,"6,105.69c",,,,,,"8,525.71d",,
14/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,180.00,,"6,285.69c",,,,,,"8,345.71d",,
14/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,400.00,,"6,685.69c",,,,,,"7,945.71d",,
15/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 965 - CENTRO INTEGRADO DE CITOLOGIA E COLPOSCOPIA ,,,,,,,,,,411,,"1,003.13",,,,"5,682.56c",,,,,,"8,948.84d",,
15/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 966 - BIÓPSIA - LABORATÓRIO DE ANATOMOPATOLOGIA E CITOPATOLOGIA LTDA ,,,,,,,,,,411,,100.00,,,,"5,582.56c",,,,,,"9,048.84d",,
15/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 967 - BIÓPSIA - LABORATÓRIO DE ANATOMOPATOLOGIA E CITOPATOLOGIA LTDA ,,,,,,,,,,411,,737.04,,,,"4,845.52c",,,,,,"9,785.88d",,
15/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 968 - BRANNE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,411,,"1,995.61",,,,"2,849.91c",,,,,,"11,781.49d",,
15/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 969 - LABORATORIO DE PATOLOGIA KCM SOCIEDADE MEDICA LTDA - EPP ,,,,,,,,,,411,,"1,780.00",,,,"1,069.91c",,,,,,"13,561.49d",,
15/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,70.00,,"1,139.91c",,,,,,"13,491.49d",,
15/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"2,717.07",,"3,856.98c",,,,,,"10,774.42d",,
15/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,100.02",,"4,957.00c",,,,,,"9,674.40d",,
15/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,380.00,,"5,337.00c",,,,,,"9,294.40d",,
15/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,519.83,,"5,856.83c",,,,,,"8,774.57d",,
15/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"3,208.58",,"9,065.41c",,,,,,"5,565.99d",,
15/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,780.00",,"10,845.41c",,,,,,"3,785.99d",,
15/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"1,995.61",,"12,841.02c",,,,,,"1,790.38d",,
16/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 970 - DLC DIAGNOSTICOS ,,,,,,,,,,411,,"1,800.00",,,,"11,041.02c",,,,,,"3,590.38d",,
16/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 971 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,411,,70.00,,,,"10,971.02c",,,,,,"3,660.38d",,
16/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 972 - LAPS LABORATORIO ANATOMO PATOLOGICO SERAPIAO S/C LTDA EPP ,,,,,,,,,,411,,739.69,,,,"10,231.33c",,,,,,"4,400.07d",,
16/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 973 - CENTRO CITOLOGICO DE IMPERATRIZ LTDA ,,,,,,,,,,411,,600.00,,,,"9,631.33c",,,,,,"5,000.07d",,
16/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,600.00,,"10,231.33c",,,,,,"4,400.07d",,
16/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,"2,066.26",,"12,297.59c",,,,,,"2,333.81d",,
16/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,190.00,,"12,487.59c",,,,,,"2,143.81d",,
16/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,739.69,,"13,227.28c",,,,,,"1,404.12d",,
16/04/2025,,,,,RECEBIMENTO CLIENTE,,,,,,,,,,5075,,,,450.00,,"13,677.28c",,,,,,954.12d,,
17/04/2025,,,,,CRÉD.TED-STR FUNDACAO DO ABC,,,,,,,,,,5074,,,,"1,600.00",,"15,277.28c",,,,,,645.88c,,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 974 - MACRO E MICRO - ANATOMIA PATOLOGIA S/S ,,,,,,,,,,411,,"5,900.00",,,,"9,377.28c",,,,,,"5,254.12d",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 975 - LABORATORIO OIKAWA EIRELI ,,,,,,,,,,411,,900.00,,,,"8,477.28c",,,,,,"6,154.12d",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 976 - DLC DIAGNOSTICOS ,,,,,,,,,,411,,"1,000.00",,,,"7,477.28c",,,,,,"7,154.12d",,
